Student_ID,Attendance,Study_Hours,Assignment_Score,Internal_Marks,Previous_Semester_Score,Participation,Backlogs,Final_Score,Performance
536,98,7.8,94,55,54,1,4,79.1,Good
537,77,8.1,91,62,55,0,0,89.1,Excellent
538,81,2.6,43,88,100,0,1,66.2,Average
539,76,7.9,95,88,52,10,4,96.15,Excellent
540,69,9.5,63,99,88,0,3,95.7,Excellent
541,73,2.5,73,55,74,4,2,60.2,Average
542,61,7.9,69,47,91,9,1,97.1,Excellent
543,99,7.4,57,91,50,6,0,97.6,Excellent
544,84,5.3,58,83,98,1,3,76.5,Good
545,82,1.5,70,88,60,9,4,61.4,Average
546,82,1.7,99,44,90,7,2,66.95,Average
547,100,8.7,99,87,93,3,0,100.0,Excellent
548,92,9.9,58,78,50,2,4,88.6,Excellent
549,86,7.1,88,81,69,9,4,93.1,Excellent
550,61,5.0,85,87,99,10,1,96.1,Excellent
551,52,6.8,58,80,87,7,1,91.4,Excellent
552,50,6.3,61,47,92,1,0,77.45,Good
553,82,4.5,63,71,74,10,4,76.25,Good
554,89,1.6,84,58,61,10,1,69.75,Average
555,59,8.4,51,36,77,2,2,78.1,Good
556,92,4.3,69,48,70,2,2,66.25,Average
557,93,8.4,97,44,53,9,4,91.4,Excellent
558,78,3.3,77,69,63,10,1,78.15,Good
559,62,1.0,92,59,89,0,0,57.7,Average
560,61,2.4,70,37,88,5,0,64.15,Average
561,80,5.2,75,51,71,1,0,75.15,Good
562,95,9.5,58,46,75,0,2,88.65,Excellent
563,51,1.9,87,88,71,1,1,60.5,Average
564,100,8.7,84,58,94,5,1,100.0,Excellent
565,99,5.7,75,63,54,3,2,76.5,Good
566,84,8.4,69,77,82,5,0,100.0,Excellent
567,72,3.7,94,59,97,8,0,86.6,Excellent
568,66,8.6,88,94,74,9,4,100.0,Excellent
569,75,8.0,94,99,42,9,3,98.05,Excellent
570,57,3.1,72,62,55,7,1,65.75,Average
571,78,2.2,57,50,44,0,1,47.05,Needs Improvement
572,75,8.8,91,81,60,7,1,100.0,Excellent
573,59,9.7,88,92,100,8,3,100.0,Excellent
574,75,1.3,98,61,49,5,4,49.95,Needs Improvement
575,83,7.6,67,87,58,9,3,94.0,Excellent
576,100,9.2,98,76,64,4,0,100.0,Excellent
577,90,8.7,86,93,43,5,0,100.0,Excellent
578,56,9.7,50,81,100,5,1,100.0,Excellent
579,53,7.8,96,68,68,8,2,94.55,Excellent
580,99,5.0,99,71,58,3,1,82.0,Good
581,94,3.8,93,40,82,1,2,66.95,Average
582,60,3.9,84,41,41,10,3,63.5,Average
583,78,7.5,72,59,49,10,0,96.6,Excellent
584,85,7.7,56,67,100,8,2,99.05,Excellent
585,74,2.8,45,89,82,1,3,58.55,Average
586,70,8.8,43,92,64,9,0,100.0,Excellent
587,85,7.4,59,41,59,8,2,84.6,Good
588,59,6.1,87,91,87,1,1,86.5,Excellent
589,86,5.2,86,46,58,7,1,80.1,Good
590,58,5.9,66,50,62,8,1,79.5,Good
591,73,2.4,54,77,63,9,3,63.55,Average
592,84,2.8,45,41,50,8,1,60.55,Average
593,98,1.8,86,85,85,9,4,72.1,Good
594,84,2.4,53,66,73,8,0,72.35,Good
595,97,5.1,99,42,94,1,3,74.6,Good
596,85,5.8,50,79,67,3,1,79.95,Good
597,67,1.2,78,93,44,6,0,64.15,Average
598,98,8.2,48,38,98,1,2,85.6,Excellent
599,88,3.6,65,63,44,0,1,59.35,Average
600,81,9.2,55,63,90,2,0,100.0,Excellent
601,73,9.7,44,62,60,3,4,82.95,Good
602,72,2.7,96,78,51,7,2,69.0,Average
603,81,5.2,91,38,89,5,4,72.7,Good
604,86,1.0,100,43,43,10,0,65.1,Average
605,61,6.4,49,39,93,1,4,64.4,Average
606,98,6.5,89,90,88,8,0,100.0,Excellent
607,62,3.2,42,84,81,1,0,66.1,Average
608,72,6.0,52,49,59,4,4,64.2,Average
609,74,3.0,82,66,77,3,0,71.5,Good
610,84,2.4,88,62,64,6,1,69.0,Average
611,90,6.9,69,56,53,7,0,90.65,Excellent
612,79,3.9,93,51,50,4,3,62.5,Average
613,66,6.3,84,93,71,9,0,100.0,Excellent
614,98,4.9,45,91,50,4,3,71.15,Good
615,69,9.9,56,60,100,1,0,100.0,Excellent
616,97,2.3,98,59,57,7,0,74.45,Good
617,74,5.2,84,44,66,1,4,61.2,Average
618,71,7.1,90,79,94,9,1,100.0,Excellent
619,62,4.6,92,45,93,5,1,78.2,Good
620,68,9.8,58,87,57,7,2,100.0,Excellent
621,98,7.5,81,62,95,5,4,91.25,Excellent
622,85,6.9,74,99,62,3,4,83.05,Good
623,61,7.8,85,83,50,3,1,89.0,Excellent
624,90,9.6,65,81,60,5,4,94.95,Excellent
625,68,9.2,90,86,83,3,1,100.0,Excellent
626,61,7.5,44,88,44,7,4,78.15,Good
627,58,7.7,68,94,62,8,0,100.0,Excellent
628,56,2.3,76,91,80,0,1,62.5,Average
629,77,1.9,59,81,98,3,1,67.2,Average
630,63,6.1,88,65,64,3,3,74.45,Good
631,80,1.2,60,80,80,1,4,48.5,Needs Improvement
632,68,5.3,49,60,93,5,4,70.15,Good
633,96,2.9,44,39,49,2,1,53.1,Average
634,65,4.1,75,86,61,6,0,79.9,Good
635,54,8.0,45,88,58,10,0,99.05,Excellent
636,84,9.5,65,67,40,10,0,100.0,Excellent
637,61,1.7,43,84,46,4,4,44.1,Needs Improvement
638,74,5.8,78,72,43,3,3,70.3,Good
639,70,8.9,78,61,40,4,1,89.9,Excellent
640,85,1.7,89,49,54,7,2,59.7,Average
641,72,8.4,74,95,79,2,3,92.7,Excellent
642,65,4.2,40,55,51,6,2,60.95,Average
643,88,3.9,63,80,61,5,3,68.85,Average
644,94,9.8,96,40,61,0,0,97.7,Excellent
645,91,2.8,75,72,89,6,4,68.1,Average
646,88,7.2,45,96,86,6,2,95.35,Excellent
647,63,8.4,80,96,56,0,3,84.85,Good
648,80,1.4,93,80,68,8,4,62.55,Average
649,54,7.0,85,47,85,5,2,83.75,Good
650,84,9.6,99,37,53,1,1,91.95,Excellent
651,72,2.1,83,40,89,4,3,56.55,Average
652,78,9.1,99,42,59,10,1,100.0,Excellent
653,92,6.4,96,78,89,3,0,98.1,Excellent
654,60,6.5,70,67,87,6,1,88.8,Excellent
655,67,6.5,59,84,72,7,1,90.1,Excellent
656,96,3.7,63,45,94,10,3,76.15,Good
657,61,9.4,64,62,98,10,0,100.0,Excellent
658,58,9.5,75,75,82,0,1,95.85,Excellent
659,59,6.6,60,50,54,4,4,65.65,Average
660,93,8.1,69,82,51,2,2,88.4,Excellent
661,66,6.5,63,90,79,0,1,82.65,Good
662,87,5.4,83,98,93,2,0,93.7,Excellent
663,56,6.9,81,93,59,5,1,89.95,Excellent
664,95,6.0,69,96,69,6,2,90.6,Excellent
665,62,6.4,61,45,77,7,0,85.35,Excellent
666,89,8.1,67,52,42,10,3,88.7,Excellent
667,91,5.3,46,53,67,3,0,75.55,Good
668,58,1.4,74,89,95,2,3,57.6,Average
669,99,2.5,94,60,65,4,0,72.45,Good
670,76,4.9,67,40,69,8,2,73.75,Good
671,51,7.5,53,38,52,5,2,72.6,Good
672,54,6.3,95,63,52,8,0,88.85,Excellent
673,78,6.9,49,93,41,5,1,84.85,Good
674,86,5.3,55,51,76,1,2,68.55,Average
675,87,6.5,55,77,88,4,3,83.8,Good
676,68,4.0,93,100,77,10,3,85.55,Excellent
677,57,5.2,70,68,41,8,4,66.85,Average
678,97,7.7,81,42,75,7,3,90.1,Excellent
679,94,8.8,64,47,93,6,4,92.7,Excellent
680,50,4.9,52,42,65,0,0,61.2,Average
681,71,1.4,45,99,50,3,0,58.7,Average
682,66,2.5,83,77,47,6,0,68.65,Average
683,56,1.2,48,73,83,10,1,64.8,Average
684,74,6.9,84,93,79,6,1,98.6,Excellent
685,94,4.0,75,78,82,5,4,72.85,Good
686,53,5.9,95,43,61,7,3,74.0,Good
687,85,5.4,82,71,59,10,3,84.05,Good
688,55,1.7,59,70,47,5,0,56.5,Average
689,80,4.6,57,62,68,9,2,77.05,Good
690,68,3.0,97,76,79,2,1,70.75,Good
691,93,4.8,82,77,65,3,1,80.15,Good
692,88,2.8,96,76,69,2,0,73.6,Good
693,76,8.6,60,100,56,0,1,91.6,Excellent
694,59,2.6,43,89,59,9,0,71.4,Good
695,75,9.6,89,82,91,4,4,100.0,Excellent
696,68,4.7,72,56,94,0,3,65.5,Average
697,88,8.6,66,61,55,0,2,83.3,Good
698,52,6.7,46,47,85,1,3,67.1,Average
699,94,7.6,45,79,82,3,3,86.55,Excellent
700,62,7.9,54,44,46,5,4,70.4,Good
701,99,5.5,57,43,55,7,1,78.0,Good
702,77,5.9,71,88,84,2,2,83.1,Good
703,69,5.6,95,61,98,0,1,81.4,Good
704,77,6.3,50,68,86,2,3,75.35,Good
705,57,1.3,59,35,95,2,0,52.9,Average
706,90,4.6,63,66,87,4,3,73.55,Good
707,88,6.5,54,54,66,10,1,89.8,Excellent
708,50,6.4,87,69,92,3,3,80.25,Good
709,52,8.1,46,51,62,3,0,82.3,Good
710,62,6.9,60,52,63,8,4,75.8,Good
711,77,9.9,81,79,48,6,1,100.0,Excellent
712,98,3.6,65,87,74,3,3,70.15,Good
713,74,4.2,83,99,90,2,1,82.35,Good
714,82,4.5,95,35,59,5,4,63.35,Average
715,87,5.2,53,92,76,2,3,74.6,Good
716,55,8.5,96,60,81,5,3,91.85,Excellent
717,93,3.1,76,54,56,10,1,74.85,Good
718,94,8.0,97,44,86,10,1,100.0,Excellent
719,81,4.6,60,93,70,8,0,88.75,Excellent
720,94,6.4,57,75,94,5,4,83.95,Good
721,96,6.7,44,39,96,3,0,86.0,Excellent
722,70,4.4,42,99,47,4,3,65.0,Average
723,65,5.6,62,51,54,5,1,72.55,Good
724,70,4.7,65,56,70,10,3,74.95,Good
725,60,1.6,76,75,92,2,3,55.8,Average
726,86,4.9,63,45,69,7,2,74.15,Good
727,85,1.9,88,90,85,3,2,68.95,Average
728,84,4.6,58,85,59,7,3,74.6,Good
729,68,6.3,90,55,99,9,1,96.5,Excellent
730,69,6.2,64,60,78,9,3,83.05,Good
731,67,7.0,60,53,92,2,2,80.05,Good
732,96,1.9,51,94,94,9,1,79.65,Good
733,90,6.9,96,81,51,6,3,88.8,Excellent
734,98,3.8,100,60,88,10,4,81.3,Good
735,63,4.6,80,74,56,8,4,70.45,Good
736,64,8.7,72,39,81,3,3,83.4,Good
737,80,1.1,89,55,69,7,1,63.15,Average
738,50,6.3,92,38,68,2,3,68.0,Average
739,52,6.4,43,57,58,6,3,69.25,Average
740,65,4.6,81,49,85,2,2,68.7,Average
741,72,3.1,96,42,50,6,4,56.1,Average
742,60,3.1,46,75,73,10,2,70.0,Average
743,61,9.0,61,53,89,9,2,99.2,Excellent
744,59,5.0,94,80,46,9,3,77.65,Good
745,81,4.0,72,62,83,10,2,80.95,Good
746,65,5.0,56,49,97,10,4,75.35,Good
747,57,7.0,63,71,73,5,2,83.3,Good
748,87,2.3,100,35,98,1,4,55.65,Average
749,61,5.0,100,58,59,10,2,81.55,Good
750,73,6.3,73,61,89,2,4,74.4,Good
751,77,9.5,67,74,77,5,2,100.0,Excellent
752,57,3.3,97,97,63,3,2,70.1,Good
753,77,4.2,82,95,49,5,1,78.15,Good
754,85,4.4,80,70,71,0,4,62.95,Average
755,75,6.4,78,58,91,9,4,86.25,Excellent
756,57,4.2,61,58,54,0,4,49.1,Needs Improvement
757,99,5.8,88,38,76,2,0,82.85,Good
758,77,8.0,56,68,59,7,2,89.85,Excellent
759,77,7.3,73,91,42,7,4,84.1,Good
760,86,5.0,45,83,76,10,0,91.45,Excellent
761,90,8.8,85,87,96,3,1,100.0,Excellent
762,85,6.0,45,57,79,5,4,72.2,Good
763,76,5.9,73,87,47,7,4,77.15,Good
764,66,1.3,40,96,79,6,0,66.4,Average
765,58,9.9,49,75,83,10,2,100.0,Excellent
766,82,2.1,60,91,95,6,1,75.0,Good
767,69,3.1,44,94,62,3,4,56.15,Average
768,62,1.5,41,88,79,8,2,62.35,Average
769,77,6.8,61,91,50,9,1,93.4,Excellent
770,97,3.0,87,44,85,5,3,66.9,Average
771,78,2.6,96,74,47,10,3,69.3,Average
772,62,1.8,41,41,68,2,1,46.25,Needs Improvement
773,95,1.9,49,72,69,4,0,65.3,Average
774,84,6.3,73,95,95,4,1,96.05,Excellent
775,55,7.2,55,37,99,4,1,82.7,Good
776,67,4.6,87,85,49,7,0,83.4,Good
777,100,5.3,90,81,78,8,0,98.8,Excellent
778,54,7.2,100,72,67,8,2,92.9,Excellent
779,96,1.2,78,70,88,5,2,65.2,Average
780,74,3.9,61,75,75,5,0,77.25,Good
781,51,9.8,51,47,100,8,3,96.7,Excellent
782,59,6.2,63,92,52,3,3,73.6,Good
783,79,3.3,86,84,71,5,1,76.75,Good
784,99,5.7,79,64,75,3,4,75.5,Good
785,94,4.1,77,96,76,10,1,92.55,Excellent
786,54,5.8,99,59,65,0,1,73.75,Good
787,82,2.1,98,61,61,6,4,58.9,Average
788,50,2.2,49,85,43,9,0,64.95,Average
789,67,2.3,74,91,70,10,3,70.85,Good
790,81,9.5,90,81,57,5,1,100.0,Excellent
791,96,7.6,88,73,77,8,4,95.6,Excellent
792,98,2.5,71,50,63,6,2,63.45,Average
793,60,2.7,46,56,95,6,1,65.6,Average
794,70,7.6,60,88,62,1,3,80.0,Good
795,75,2.4,59,55,61,10,0,70.3,Good
796,74,3.1,65,50,41,8,1,63.55,Average
797,71,9.7,43,93,70,9,1,100.0,Excellent
798,76,3.3,85,65,94,8,4,72.45,Good
799,98,7.0,91,76,50,5,2,90.05,Excellent
800,62,9.8,61,66,67,2,2,91.05,Excellent
801,82,4.4,54,93,85,0,0,78.0,Good
802,83,1.2,95,68,71,3,3,56.0,Average
803,90,3.2,79,43,44,2,0,61.75,Average
804,84,8.5,60,45,77,0,1,85.5,Excellent
805,50,8.8,54,44,49,2,1,78.2,Good
806,70,7.9,61,51,79,3,2,83.65,Good
807,97,2.0,91,82,85,7,3,73.1,Good
808,55,8.2,67,86,63,8,4,89.1,Excellent
809,77,9.3,53,59,74,2,3,86.6,Excellent
810,66,6.4,66,55,83,5,1,83.9,Good
811,54,9.5,100,99,87,9,4,100.0,Excellent
812,80,8.4,80,97,99,10,3,100.0,Excellent
813,54,7.0,79,85,62,4,3,81.35,Good
814,87,6.2,97,70,56,5,4,79.3,Good
815,52,4.1,67,100,40,3,1,67.85,Average
816,72,2.4,65,49,94,9,3,65.65,Average
817,86,6.4,88,73,70,5,4,82.2,Good
818,86,3.9,41,35,70,6,1,65.55,Average
819,59,8.8,64,57,81,8,4,90.05,Excellent
820,59,9.9,95,73,96,9,4,100.0,Excellent
821,68,7.8,42,91,94,6,3,92.5,Excellent
822,66,1.8,47,68,81,5,1,60.25,Average
823,70,3.6,83,75,92,0,3,65.35,Average
824,63,2.0,72,47,95,1,0,60.15,Average
825,58,6.9,81,40,73,0,0,77.95,Good
826,95,7.9,91,86,48,8,1,100.0,Excellent
827,50,9.3,74,37,61,9,4,86.2,Excellent
828,100,4.9,45,97,52,9,3,80.55,Good
829,94,9.1,78,83,64,8,3,100.0,Excellent
830,62,8.9,91,81,87,6,1,100.0,Excellent
831,53,3.9,62,89,57,1,1,64.45,Average
832,50,8.8,64,98,90,5,0,100.0,Excellent
833,98,4.4,98,99,51,10,2,90.4,Excellent
834,89,3.7,89,49,79,3,1,72.3,Good
835,81,6.8,82,66,56,0,2,76.85,Good
836,83,4.0,58,52,54,0,1,59.35,Average
837,77,6.7,44,77,81,4,4,77.25,Good
838,80,6.5,90,69,54,1,4,72.1,Good
839,57,6.1,50,92,54,3,0,80.25,Good
840,88,4.4,95,67,94,0,0,81.65,Good
841,75,5.9,51,48,78,3,2,72.1,Good
842,83,6.4,49,68,52,10,1,87.8,Excellent
843,52,5.9,47,95,56,5,3,73.05,Good
844,99,5.0,63,38,71,9,0,84.6,Good
845,61,1.1,99,93,48,3,3,53.2,Average
846,50,6.3,67,63,79,0,3,68.45,Average
847,93,2.5,80,40,59,6,1,64.25,Average
848,54,6.8,75,83,65,1,2,78.45,Good
849,79,7.8,76,74,66,8,1,99.25,Excellent
850,79,5.5,60,99,60,2,0,83.15,Good
851,66,5.9,47,61,57,7,3,71.55,Good
852,97,9.6,94,40,52,7,1,100.0,Excellent
853,96,8.6,48,47,55,2,1,85.0,Good
854,72,9.2,86,98,48,3,1,100.0,Excellent
855,64,8.3,54,96,51,1,0,90.1,Excellent
856,86,2.0,87,53,83,3,2,61.65,Average
857,70,2.3,85,77,77,10,1,77.55,Good
858,63,5.7,79,54,58,10,0,87.2,Excellent
859,51,3.2,57,78,99,10,3,73.6,Good
860,60,5.3,81,57,46,8,4,68.25,Average
861,100,4.5,99,36,96,1,0,80.25,Good
862,88,5.9,59,56,74,2,4,68.55,Average
863,87,7.7,45,91,87,10,1,100.0,Excellent
864,83,7.4,51,41,57,10,1,88.7,Excellent
865,87,5.7,41,90,55,3,0,81.2,Good
866,99,8.4,46,50,94,4,4,86.55,Excellent
867,83,4.9,55,85,78,0,1,74.8,Good
868,67,9.1,42,46,43,6,3,79.65,Good
869,79,1.6,84,87,98,9,2,76.95,Good
870,64,9.6,42,39,64,6,2,87.5,Excellent
871,76,6.9,66,61,71,8,1,91.2,Excellent
872,100,4.4,89,46,79,3,4,67.85,Average
873,83,2.8,82,51,52,5,1,63.85,Average
874,87,5.3,79,40,84,10,4,79.2,Good
875,82,2.8,77,39,56,1,3,49.35,Needs Improvement
876,73,2.5,72,91,88,3,4,62.55,Average
877,64,6.6,67,62,76,1,1,78.75,Good
878,79,5.7,40,93,45,9,3,78.45,Good
879,91,7.0,94,67,58,4,0,93.75,Excellent
880,100,9.4,47,96,52,6,2,100.0,Excellent
881,66,5.8,76,84,96,0,1,83.3,Good
882,54,6.2,71,53,99,9,1,90.65,Excellent
883,78,1.8,99,100,65,9,1,79.05,Good
884,53,7.5,87,81,53,6,3,85.3,Excellent
885,59,4.6,82,73,70,9,0,86.25,Excellent
886,66,9.8,76,67,93,5,4,97.8,Excellent
887,59,8.4,43,47,43,5,0,82.8,Good
888,66,5.7,69,88,99,7,3,87.65,Excellent
889,69,2.1,45,41,78,7,1,58.9,Average
890,73,8.7,85,48,47,5,2,87.7,Excellent
891,54,8.2,93,53,64,2,1,86.45,Excellent
892,83,2.7,58,88,52,4,4,56.65,Average
893,55,3.7,71,54,71,1,2,57.9,Average
894,51,8.1,48,63,98,4,1,90.55,Excellent
895,62,2.7,51,58,77,8,2,63.45,Average
896,92,9.3,50,97,77,9,0,100.0,Excellent
897,92,4.8,85,91,95,0,3,78.75,Good
898,97,1.8,94,42,67,9,1,69.95,Average
899,60,8.3,55,96,92,4,4,90.35,Excellent
900,100,4.4,40,63,69,5,0,76.9,Good
901,96,5.7,84,51,42,10,1,86.1,Excellent
902,72,2.0,94,100,67,6,0,77.3,Good
903,65,1.0,92,40,42,8,4,44.95,Needs Improvement
904,80,6.7,60,92,84,5,1,94.2,Excellent
905,60,5.6,69,62,93,4,4,72.35,Good
906,65,6.3,52,96,73,6,2,85.85,Excellent
907,57,8.1,73,75,55,0,4,74.0,Good
908,53,6.8,43,75,61,10,2,84.6,Good
909,89,2.6,67,83,71,4,1,70.2,Good
910,53,4.2,77,83,100,1,2,72.6,Good
911,74,9.2,97,37,77,3,1,95.95,Excellent
912,52,7.9,70,44,47,6,1,82.0,Good
913,81,6.0,98,69,94,4,3,86.45,Excellent
914,52,3.3,94,36,47,5,1,59.5,Average
915,76,3.7,66,58,96,1,2,66.1,Average
916,78,7.6,44,72,45,2,3,73.7,Good
917,81,8.7,64,56,53,6,3,87.05,Excellent
918,99,7.0,42,60,71,10,1,94.35,Excellent
919,100,8.3,72,77,74,1,4,87.0,Excellent
920,68,7.9,43,89,49,5,4,79.25,Good
921,70,2.3,64,73,42,4,3,51.6,Average
922,54,4.8,59,63,98,9,1,83.65,Good
923,67,2.4,73,54,51,0,4,42.0,Needs Improvement
924,77,3.1,65,75,88,10,1,81.4,Good
925,91,8.8,44,88,98,9,1,100.0,Excellent
926,71,5.3,74,54,70,10,3,79.05,Good
927,70,5.8,100,53,68,3,3,74.2,Good
928,55,2.6,67,100,44,10,0,75.1,Good
929,50,3.8,68,64,91,1,4,57.2,Average
930,54,3.1,48,87,64,3,4,53.5,Average
931,90,2.9,91,68,80,0,4,59.25,Average
932,61,6.7,77,56,70,1,2,74.9,Good
933,75,3.3,89,40,60,7,1,68.6,Average
934,95,6.7,45,61,97,5,3,84.6,Good
935,83,1.5,58,44,59,1,4,38.75,Needs Improvement
936,98,2.3,99,82,78,5,0,80.55,Good
937,63,3.5,83,93,61,9,4,71.7,Good
938,75,6.4,96,93,43,8,1,93.85,Excellent
939,94,7.1,50,36,52,6,1,80.7,Good
940,76,5.0,41,63,84,8,3,74.95,Good
941,58,5.0,86,99,81,4,2,82.6,Good
942,75,7.5,83,60,89,6,3,91.0,Excellent
943,96,1.1,83,44,88,10,4,61.75,Average
944,71,4.1,48,87,59,6,0,76.55,Good
945,96,8.4,60,93,91,2,3,96.2,Excellent
946,79,6.4,63,56,52,6,2,77.9,Good
947,92,4.0,73,85,56,0,3,63.95,Average
948,97,9.1,61,82,93,8,1,100.0,Excellent
949,66,8.0,42,55,75,9,4,83.7,Good
950,75,3.4,51,56,72,5,4,57.0,Average
951,85,6.8,67,64,40,4,4,71.6,Good
952,50,6.4,69,59,54,6,4,69.45,Average
953,57,4.6,65,62,52,4,4,58.1,Average
954,98,4.3,87,99,56,9,4,81.75,Good
955,84,4.1,60,79,63,4,0,76.5,Good
956,64,6.6,67,41,97,10,2,89.25,Excellent
957,96,5.0,95,83,47,9,4,81.15,Good
958,71,8.5,65,43,89,10,2,98.3,Excellent
959,63,7.0,72,70,66,6,4,79.45,Good
960,75,1.6,60,35,84,9,3,56.55,Average
961,77,6.8,74,44,62,6,4,74.85,Good
962,72,3.4,91,70,85,10,1,84.45,Good
963,63,6.3,73,80,47,2,0,80.3,Good
964,73,7.1,80,66,47,2,3,75.05,Good
965,51,3.1,90,66,98,9,3,73.95,Good
966,94,5.1,86,40,65,2,1,73.5,Good
967,75,2.7,57,82,86,5,4,62.4,Average
968,63,1.5,97,72,98,5,0,73.0,Good
969,100,4.4,50,51,52,2,3,59.1,Average
970,56,4.3,96,61,78,2,0,75.1,Good
971,52,10.0,62,88,76,7,3,100.0,Excellent
972,96,5.0,87,84,88,7,4,85.35,Excellent
973,72,4.0,61,69,67,6,3,67.15,Average
974,95,6.2,56,59,64,9,3,82.75,Good
975,92,1.8,44,62,100,3,2,60.3,Average
976,96,9.7,83,49,55,3,4,88.65,Excellent
977,94,6.7,50,38,94,2,1,81.5,Good
978,67,7.8,69,61,41,4,1,82.8,Good
979,87,2.5,54,60,93,2,4,55.25,Average
980,84,4.7,66,53,57,7,1,75.5,Good
981,100,4.8,74,51,56,6,4,68.5,Average
982,64,8.4,72,77,69,2,1,91.6,Excellent
983,74,1.0,59,75,78,8,2,61.55,Average
984,86,3.7,100,76,52,4,1,75.0,Good
985,77,9.8,55,84,71,8,3,100.0,Excellent
986,59,5.3,73,74,89,6,4,75.9,Good
987,88,4.4,41,73,68,6,0,78.55,Good
988,66,2.1,74,57,85,5,0,67.4,Average
989,88,9.8,79,86,69,1,4,94.55,Excellent
990,71,1.2,95,81,57,8,2,64.5,Average
991,75,7.6,67,97,52,5,1,93.6,Excellent
992,93,7.9,86,77,82,7,2,100.0,Excellent
993,74,3.2,78,82,60,0,0,67.2,Average
994,66,7.0,45,68,69,4,4,73.05,Good
995,62,1.8,48,74,60,0,4,40.3,Needs Improvement
996,69,3.3,59,95,87,9,2,79.6,Good
997,74,8.1,99,84,94,10,2,100.0,Excellent
998,53,8.8,40,96,56,7,1,95.85,Excellent
999,59,6.5,47,92,79,7,3,84.1,Good
1000,52,5.6,94,67,58,0,3,65.9,Average
